# pos	patient1-5371622	patient2-5371623	patient3-5371624	patient4-5371625	patient5-5371626	patient6-5371627	patient7-5371628	patient8-5371629	patient9-5371630	patient10-5371631	patient11-5371632	patient12-5371633	patient13-5371634	patient14-5371635	patient15-5371636	patient16-5371637	patient17-5371638	patient18-5371639	patient19-5371640	patient20-5371641	patient21-5371642	patient22-5371643	patient23-5371644	patient24-5371645
7887	10690	12706	2852	3516	11	18	3	2	22	26	1	5	5732	5967	1534	1613	5192	6803	1270	1666	11802	12036	2359	2988
7888	10667	12700	2841	3516	11	18	3	2	21	25	1	5	5723	5975	1525	1613	5166	6820	1268	1666	11701	12003	2356	2981
7889	10736	12725	2876	3518	13	19	3	2	21	25	1	5	5866	6076	1537	1613	5234	6857	1269	1677	11749	12116	2334	3040
7890	10735	12748	2881	3527	13	19	3	2	21	25	1	5	5862	6077	1534	1616	5242	6865	1271	1682	11785	12240	2331	3057
7891	10728	12754	2883	3527	13	19	3	2	21	25	1	5	6085	6081	1570	1618	5299	6912	1278	1684	11878	12475	2345	3087
7892	10642	12716	2866	3515	13	19	3	2	21	25	1	5	6075	6080	1588	1618	5236	6895	1281	1684	11735	12571	2347	3108
7893	10587	12695	2843	3506	13	19	2	2	21	25	1	5	6067	6081	1575	1597	5172	6891	1275	1683	11841	12765	2349	3155
7894	10561	12698	2824	3550	13	20	2	2	21	25	1	5	6039	6078	1538	1647	5170	6917	1270	1688	11953	12970	2390	3223
7895	10551	12695	2817	3549	13	20	2	2	21	25	1	5	6044	6077	1535	1647	5171	6920	1265	1689	11957	12978	2394	3237
7896	10541	12673	2812	3542	13	20	2	2	21	25	1	5	6045	6077	1533	1646	5263	6978	1281	1693	11934	12954	2394	3239
7897	10531	12667	2809	3541	13	20	2	2	21	25	1	5	6029	6076	1528	1645	5262	6961	1282	1696	11908	13029	2392	3248
7898	10155	12581	2794	3537	13	20	2	2	21	25	1	5	5717	6077	1507	1645	5293	7005	1298	1744	11896	13066	2388	3255
7899	10117	12575	2762	3513	13	20	2	2	21	25	1	5	5695	6052	1499	1645	5215	7008	1301	1745	11905	13140	2386	3268
7900	10108	12599	2772	3535	13	20	2	2	21	25	1	5	5523	6053	1477	1645	5269	7012	1314	1750	11895	13162	2387	3276
7901	10077	12553	2766	3520	13	20	2	2	21	25	1	5	5515	6052	1478	1658	5266	7017	1319	1763	11856	13130	2379	3276
7902	10049	12553	2762	3520	13	20	2	2	21	25	1	5	5513	5882	1475	1627	5263	7025	1321	1764	11862	13183	2378	3286
7903	10036	12559	2760	3520	13	20	2	2	21	25	1	5	5507	5883	1474	1626	5271	7025	1324	1764	11856	13216	2378	3291
7904	9973	12559	2749	3520	13	20	2	2	21	25	1	5	5497	5884	1468	1611	5260	7019	1324	1760	11915	13285	2387	3289
7905	9757	12500	2720	3511	13	20	2	2	21	25	1	5	5477	5885	1459	1611	5256	7034	1323	1762	11882	13274	2386	3292
7906	9426	12402	2703	3486	12	20	2	1	21	25	1	5	5323	5886	1447	1611	5250	7029	1320	1773	11795	13291	2395	3296
7907	9320	12366	2694	3479	12	20	2	1	21	25	1	5	5233	5889	1454	1626	5233	7030	1332	1778	11867	13382	2415	3294
7908	9301	12362	2697	3478	12	20	2	1	21	25	1	5	5145	5889	1445	1629	5223	7018	1337	1771	11862	13358	2421	3286
7909	9295	12358	2696	3488	12	20	2	1	21	25	1	5	5143	5889	1445	1629	5222	7017	1337	1771	11866	13362	2417	3306
7910	9293	12390	2695	3495	12	20	2	1	21	25	1	5	5137	5891	1443	1629	5224	7011	1336	1768	11967	13475	2439	3355
7911	9284	12403	2685	3496	12	20	2	1	21	25	1	5	5125	5890	1440	1629	5212	7009	1332	1775	11971	13475	2430	3354
7912	9272	12404	2679	3498	12	20	2	1	21	25	1	5	5210	5884	1452	1629	5222	7024	1329	1775	12019	13476	2432	3355
7913	9263	12412	2678	3510	12	20	2	1	21	25	1	5	5200	5945	1448	1640	5224	7044	1332	1778	12017	13497	2434	3351
7914	9237	12433	2682	3517	12	20	2	1	20	25	1	5	5230	5946	1456	1641	5228	7049	1339	1785	12004	13533	2438	3359
7915	9273	12499	2682	3530	12	20	2	1	20	25	1	5	5117	5916	1450	1643	5312	7079	1352	1790	12123	13620	2453	3371
7916	9218	12508	2682	3538	12	20	2	1	20	25	1	5	5117	5898	1451	1637	5290	7119	1358	1802	12156	13762	2453	3395
7917	9198	12518	2668	3536	12	21	2	1	19	25	1	5	5120	5899	1450	1636	5316	7175	1363	1818	12148	13829	2474	3430
7918	9164	12516	2666	3536	12	21	2	1	18	24	1	5	5121	5900	1448	1636	5326	7183	1365	1820	11967	13839	2482	3463
7919	9151	12513	2659	3532	12	21	2	1	18	23	1	5	5127	5901	1467	1654	5356	7195	1370	1828	11995	13930	2487	3476
7920	9143	12513	2658	3531	11	20	2	1	18	23	1	5	5126	5985	1467	1674	5340	7181	1369	1831	12001	13976	2485	3482
7921	9153	12527	2655	3540	11	20	2	1	18	23	1	5	5119	6012	1458	1662	5374	7262	1375	1846	12103	13994	2487	3487
7922	9176	12577	2660	3554	11	20	2	1	18	24	1	5	5118	6012	1457	1663	5383	7287	1391	1865	12092	13951	2482	3481
7923	9155	12578	2652	3554	10	20	2	1	18	24	1	5	5119	6012	1456	1716	5400	7312	1395	1877	12112	14013	2497	3527
7924	9180	12600	2651	3560	11	20	2	1	18	24	1	5	5218	6334	1480	1729	5402	7411	1398	1881	12177	14280	2501	3575
7925	9238	12655	2668	3561	11	20	2	1	18	24	1	5	5216	6336	1515	1766	5441	7389	1404	1879	12319	14413	2521	3612
7926	9220	12684	2668	3562	11	20	2	1	18	24	1	5	5216	6343	1507	1760	5445	7392	1406	1878	12297	14458	2522	3614
7927	9188	12668	2642	3541	11	20	2	1	18	24	1	6	5210	6343	1514	1774	5443	7389	1407	1888	12312	14477	2517	3620
7928	9138	12663	2646	3565	11	20	2	1	18	24	1	6	5262	6398	1526	1783	5425	7455	1400	1892	12355	14513	2525	3615
7929	9160	12638	2651	3561	11	20	2	1	17	24	1	6	5261	6399	1523	1783	5437	7479	1402	1904	12417	14542	2533	3619
7930	9164	12651	2650	3560	12	20	2	1	17	24	1	6	5284	6421	1530	1796	5478	7540	1409	1912	12532	14999	2534	3703
7931	9039	12637	2643	3552	12	20	2	1	17	24	1	6	5284	6371	1529	1798	5447	7545	1413	1918	12541	15013	2538	3704
7932	8992	12646	2637	3550	12	20	2	1	17	24	1	6	5276	6374	1525	1802	5418	7694	1413	1942	12364	15064	2535	3713
7933	8969	12617	2621	3548	12	20	2	1	17	24	1	6	5267	6378	1523	1840	5420	7711	1411	1950	12357	15064	2549	3772
7934	8986	12644	2622	3538	12	20	2	1	17	24	1	6	5160	6629	1515	1840	5441	7730	1412	1951	12487	15204	2596	3786
7935	8954	12609	2620	3529	12	20	2	1	17	24	1	6	5087	6649	1505	1840	5439	7725	1410	1953	12492	15189	2599	3791
7936	8989	12626	2625	3536	12	20	2	1	17	24	1	6	5108	6661	1503	1843	5530	7788	1435	1981	12633	15366	2639	3841
7937	8816	12549	2611	3530	12	20	2	1	16	24	1	6	5153	6763	1502	1860	5472	7799	1436	1990	12564	15459	2640	3875
7938	8840	12552	2595	3522	11	20	2	1	16	24	0	5	5160	6766	1500	1860	5495	7800	1443	1994	12607	15522	2637	3877
7939	8833	12427	2586	3489	11	20	2	1	16	24	1	5	5161	6770	1500	1861	5525	7819	1456	2008	12704	15650	2636	3881
7940	8848	12457	2566	3476	11	20	2	1	16	24	1	5	5158	6769	1499	1854	5517	7836	1456	2015	12623	15679	2638	3893
7941	8801	12395	2553	3468	11	20	2	1	16	24	1	5	5158	6769	1498	1854	5502	7835	1452	2012	12569	15627	2628	3888
7942	8789	12328	2543	3447	12	20	2	1	16	24	1	5	5150	6769	1498	1854	5502	7827	1444	2001	12630	15703	2632	3888
7943	8833	12242	2562	3451	13	21	2	1	16	25	1	5	5144	6766	1497	1852	5549	7848	1445	2011	12659	15706	2635	3867
7944	8957	12375	2594	3487	13	20	2	1	16	25	1	5	5140	6663	1497	1838	5569	7870	1452	2019	12734	15822	2655	3878
7945	8944	12259	2591	3458	13	20	2	1	16	25	1	5	5039	6559	1473	1816	5561	7838	1447	2006	12770	15829	2652	3876
7946	8925	12205	2581	3437	13	20	2	1	16	25	1	5	5037	6557	1473	1816	5547	7763	1449	2006	12850	15892	2660	3870
7947	8910	12179	2570	3427	13	20	2	1	16	25	1	5	5036	6552	1472	1816	5513	7738	1445	2000	12840	15863	2662	3868
7948	8900	12149	2568	3419	13	20	2	1	16	25	1	5	5035	6551	1472	1816	5498	7738	1443	1999	12904	15922	2666	3873
7949	8983	12232	2583	3438	13	20	2	1	16	25	1	5	5032	6549	1472	1816	5533	7790	1466	2024	12900	15955	2660	3880
7950	9446	12660	2689	3533	13	20	2	1	18	27	1	5	5036	6552	1475	1816	5569	7833	1476	2038	12986	15972	2694	3918
7951	9413	12636	2679	3533	14	21	2	1	18	27	1	6	5152	6600	1553	1922	5598	7854	1481	2042	13009	16019	2698	3928
7952	9440	12674	2679	3537	14	21	2	1	18	27	1	6	5153	6601	1553	1922	5612	7870	1482	2047	13010	15991	2694	3924
7953	9406	12640	2669	3526	14	21	2	1	18	27	1	6	5153	6601	1554	1922	5589	7861	1477	2047	12879	15965	2694	3920
7954	9383	12616	2658	3527	14	21	2	1	19	28	1	6	5154	6601	1554	1922	5585	7871	1476	2048	12861	15892	2693	3906
7955	9306	12549	2648	3513	14	21	2	1	19	28	1	6	5446	6917	1622	1997	5575	7816	1484	2049	12781	15809	2687	3879
7956	9278	12552	2633	3519	14	21	2	1	19	28	1	6	5440	6910	1621	2017	5564	7811	1480	2048	12821	15828	2684	3882
7957	9318	12607	2639	3526	14	21	2	1	19	28	1	6	5508	6910	1635	2017	5565	7790	1481	2039	12827	15827	2680	3880
7958	9261	12576	2629	3517	14	21	2	1	19	28	1	6	5596	6911	1651	2016	5538	7791	1483	2044	12824	15827	2690	3883
7959	9225	12583	2620	3514	14	22	2	1	19	28	1	6	5600	6838	1647	2016	5532	7829	1483	2051	12814	15817	2667	3883
7960	9239	12609	2622	3522	14	22	2	1	19	28	1	6	5504	6841	1631	2001	5558	7858	1482	2055	12871	15882	2680	3900
7961	9137	12411	2570	3463	14	22	2	1	18	27	1	5	5293	6659	1589	1956	5562	7757	1476	2027	12743	15666	2647	3858
7962	9092	12306	2553	3437	14	22	2	1	18	27	1	5	5210	6379	1578	1891	5542	7728	1467	2018	12728	15514	2625	3827
7963	9023	12317	2544	3437	14	22	2	1	17	27	1	5	5209	6380	1576	1891	5545	7719	1472	2025	12724	15486	2627	3832
7964	8987	12252	2525	3405	14	22	2	1	17	27	1	5	5208	6195	1574	1858	5530	7680	1467	2014	12685	15444	2643	3843
7965	8668	11846	2445	3296	14	21	2	1	17	26	1	5	5042	5916	1528	1792	5474	7618	1447	1980	12406	15165	2600	3780
7966	8635	11824	2418	3271	14	21	2	1	17	26	1	5	5050	5916	1526	1792	5466	7590	1443	1968	12390	15074	2593	3766
7967	8394	11551	2358	3188	14	20	2	1	17	26	1	5	5044	5781	1555	1800	5395	7491	1432	1945	12285	15049	2581	3780
7968	8347	11487	2358	3173	14	19	2	1	17	26	1	5	5043	5768	1556	1796	5395	7478	1429	1943	12315	15086	2588	3785
7969	8420	11514	2373	3171	14	19	2	1	17	25	1	5	5040	5767	1546	1785	5394	7454	1435	1944	12326	15091	2598	3788
7970	8244	11464	2348	3162	14	19	2	1	16	25	1	5	4987	5765	1537	1785	5384	7449	1429	1944	12472	15238	2637	3835
7971	8212	11325	2262	3069	14	19	3	1	16	25	1	5	5144	5629	1558	1757	5396	7407	1446	1952	12399	15050	2643	3828
7972	8077	11209	2203	3087	14	19	3	2	16	25	1	5	5122	5627	1559	1757	5370	7376	1435	1937	12346	14979	2642	3787
7973	8052	11143	2211	3071	14	19	3	2	16	25	1	5	5124	5626	1559	1755	5333	7230	1434	1904	12349	14972	2642	3790
7974	7991	11087	2198	3048	14	19	3	2	16	25	1	5	5132	5603	1577	1733	5275	7028	1427	1876	12324	14851	2646	3776
7975	7911	10890	2187	3005	14	19	3	2	16	25	1	5	5136	5616	1556	1745	5251	6925	1416	1852	12326	14791	2613	3757
7976	7880	10780	2203	2991	14	19	3	2	16	25	1	5	5135	5614	1528	1712	5229	6817	1411	1825	12257	14672	2634	3760
7977	7419	9981	2060	2772	12	17	3	2	14	23	1	5	5297	5591	1557	1712	5121	6599	1364	1749	12162	14456	2619	3723
7978	7403	9966	2062	2859	12	17	3	2	13	23	1	5	5300	5590	1557	1712	5118	6592	1358	1768	12161	14444	2637	3814
7979	7409	9940	2101	2852	12	16	3	2	13	23	1	5	5300	5649	1498	1727	5189	6611	1379	1774	12185	14514	2693	3807
7980	7234	9531	2048	2734	12	15	3	2	13	22	1	5	4983	5275	1449	1615	5093	6443	1356	1734	12252	14384	2712	3791
7981	7149	9264	2027	2657	12	15	3	2	14	23	1	4	4984	5274	1448	1615	5120	6357	1350	1696	12321	14343	2715	3779
7982	6805	8894	1930	2535	12	15	3	2	13	22	1	4	4983	5272	1447	1615	5008	6130	1328	1653	12205	14170	2696	3738
7983	6566	8512	1937	2430	11	14	3	2	13	21	1	4	4947	5234	1435	1615	4955	6086	1339	1639	12232	14170	2691	3742
7984	6537	8457	1905	2408	11	14	3	2	13	21	1	4	4940	5321	1428	1621	4861	5985	1305	1610	12146	14092	2702	3778
7985	6415	8243	1866	2329	11	14	3	2	13	21	1	4	4937	5322	1388	1585	4793	5824	1273	1557	12051	13932	2686	3739
7986	6120	7738	1844	2210	11	13	3	2	11	20	1	4	4913	5319	1378	1585	4689	5636	1257	1485	11859	13704	2657	3670
7987	6050	7746	1785	2203	11	13	3	2	11	20	1	4	4911	5340	1378	1588	4654	5624	1201	1472	11863	13693	2623	3640
7988	5823	7362	1751	2124	10	11	3	2	11	18	1	4	4863	5330	1365	1561	4459	5316	1199	1416	11684	13397	2634	3609
7989	5601	7157	1478	2024	10	11	3	2	11	17	1	4	4898	5375	1268	1554	4454	5314	1175	1409	11694	13419	2645	3626
7990	5610	7028	1456	1979	10	11	3	2	11	17	1	4	4944	5434	1260	1558	4424	5262	1145	1413	11588	13306	2617	3612
7991	5361	6554	1443	1848	10	11	3	2	11	16	1	4	4757	5214	1251	1478	4383	5067	1143	1378	11551	13133	2606	3574
7992	5299	6484	1445	1837	10	11	3	2	10	16	1	3	4745	5214	1247	1478	4369	5044	1141	1371	11499	13069	2598	3573
7993	5337	6523	1493	1976	10	11	3	2	10	16	1	3	4745	5215	1245	1447	4328	5017	1138	1358	11457	12997	2595	3552
7994	5361	6524	1506	1989	10	11	3	2	10	16	1	3	4941	5425	1290	1502	4248	4921	1128	1344	11517	13077	2612	3576
7995	5325	6437	1540	2007	10	11	3	2	11	16	1	3	4940	5425	1289	1501	4296	4735	1105	1302	11523	13087	2597	3572
7996	4938	5616	1520	1798	10	10	3	1	10	14	1	3	4737	5397	1275	1501	4203	4395	1101	1215	11206	12748	2597	3481
7997	4934	5628	1525	1807	10	11	3	1	10	14	1	3	4738	5397	1249	1480	4202	4406	1058	1208	11226	12747	2553	3483
7998	4922	5628	1532	1815	10	11	3	1	10	14	1	3	4730	5395	1249	1480	4171	4370	1049	1199	11226	12755	2556	3493
7999	4938	5620	1556	1824	10	11	3	1	10	14	1	3	4731	5396	1268	1501	4275	4356	1057	1203	11165	12730	2560	3492
8000	4884	5388	1548	1791	10	11	2	1	10	14	1	1	4725	5395	1271	1507	4205	4161	1066	1161	11210	12876	2558	3507
8001	4768	5047	1523	1742	10	11	2	1	10	14	1	1	4696	5357	1265	1506	4286	4082	1064	1160	11095	12740	2534	3482
8002	4698	5039	1536	1741	10	11	2	1	9	15	1	1	4691	5354	1258	1506	4351	4069	1074	1162	11056	12661	2532	3472
8003	4696	5015	1536	1743	9	11	2	1	9	15	1	1	4679	5356	1257	1505	4357	4052	1068	1153	11048	12615	2541	3473
8004	4698	5018	1538	1749	9	11	2	1	9	15	1	1	4668	5356	1256	1505	4359	4052	1067	1153	11065	12612	2537	3466
8005	4699	5024	1537	1756	9	11	2	1	9	15	1	1	4665	5355	1254	1505	4385	4066	1077	1156	11052	12640	2539	3479
8006	4701	5012	1539	1757	9	11	2	1	9	15	1	1	4661	5354	1254	1505	4358	4070	1074	1163	11050	12641	2535	3479
8007	4775	5024	1569	1784	9	11	2	1	9	14	1	1	4659	5339	1254	1533	4463	4103	1109	1179	11135	12643	2555	3494
8008	4824	5035	1583	1800	9	11	2	1	9	14	1	1	4653	5328	1253	1533	4465	4112	1113	1186	11129	12641	2561	3507
8009	4816	5026	1582	1798	9	11	2	1	9	14	1	1	4655	5328	1282	1533	4428	4066	1113	1184	11109	12721	2563	3511
8010	4817	5032	1580	1800	9	11	2	1	9	14	1	1	4593	5329	1269	1533	4439	4068	1112	1184	11048	12656	2549	3494
8011	4816	5040	1589	1810	9	11	2	1	9	14	1	1	4390	5285	1256	1525	4437	4068	1111	1184	11038	12644	2549	3488
8012	4833	5043	1598	1820	9	11	2	1	9	14	1	1	4390	5285	1256	1525	4438	4072	1111	1182	11094	12611	2558	3491
8013	4834	5044	1600	1820	9	11	2	1	9	14	1	1	4384	5285	1255	1525	4421	4053	1105	1177	11152	12667	2558	3489
8014	4875	5023	1602	1818	9	11	2	1	9	14	1	1	4379	5285	1254	1525	4415	4051	1104	1177	11167	12726	2561	3500
8015	4844	5025	1599	1822	9	11	2	1	9	14	1	1	4376	5285	1252	1525	4370	4053	1109	1188	11195	12715	2574	3520
8016	4840	5028	1590	1815	9	11	2	1	9	14	1	1	4367	5283	1249	1525	4370	4053	1109	1190	11177	12696	2567	3534
8017	4855	5030	1602	1815	9	11	2	1	9	14	1	1	4363	5282	1248	1525	4372	4056	1107	1191	11213	12773	2569	3519
8018	4844	5039	1603	1815	9	11	2	1	9	14	1	1	4354	5281	1243	1525	4429	4100	1107	1189	11185	12734	2578	3520
8019	4893	5050	1659	1821	9	11	2	1	9	14	1	1	4423	5320	1252	1530	4515	4114	1144	1194	11149	12728	2569	3509
8020	5117	5110	1762	1844	9	11	2	1	9	14	1	1	4420	5318	1252	1530	4701	4175	1180	1202	11238	12819	2609	3564
8021	5104	5155	1801	2000	9	11	2	1	9	13	1	1	4418	5317	1251	1530	4704	4176	1194	1256	11166	12889	2617	3588
8022	5101	5156	1801	2002	9	11	2	1	9	13	1	1	4412	5317	1247	1530	4698	4176	1193	1255	11167	12938	2624	3592
8023	5101	5164	1811	2013	9	11	2	1	9	13	1	1	4372	5317	1239	1530	4699	4152	1193	1252	11289	13055	2664	3636
8024	5148	5175	1825	2024	9	11	2	1	9	13	1	1	4371	5315	1237	1529	4699	4151	1192	1253	11313	13052	2686	3625
8025	5156	5172	1827	2022	9	11	2	1	9	13	1	1	4372	5313	1237	1529	4724	4191	1195	1263	11338	13141	2668	3636
8026	5234	5210	1861	2045	9	11	2	1	9	13	1	2	4223	5311	1218	1529	4725	4198	1195	1266	11309	13147	2668	3636
8027	5274	5221	1894	2080	9	11	2	1	9	13	1	2	4201	5311	1214	1529	4723	4209	1203	1284	11353	13160	2677	3642
8028	5274	5227	1903	2098	9	11	2	1	9	13	1	2	4201	5311	1214	1527	4705	4190	1202	1285	11365	13122	2673	3635
8029	5283	5231	1912	2108	9	11	2	1	9	13	1	2	4197	5192	1212	1526	4719	4194	1194	1276	11376	13125	2682	3641
8030	5350	5237	1943	2139	9	11	2	1	9	13	1	2	4198	5372	1211	1542	4713	4202	1193	1284	11427	13151	2691	3634
8031	5338	5231	1945	2157	9	11	2	1	9	13	1	2	4184	5369	1208	1542	4753	4252	1200	1299	11356	13032	2686	3615
8032	5388	5219	1967	2165	9	11	2	1	9	13	1	2	4178	5364	1208	1542	4830	4296	1205	1300	11357	13039	2684	3611
8033	5388	5238	1972	2178	9	11	2	1	9	13	1	2	4172	5360	1207	1542	4820	4313	1206	1303	11424	13042	2690	3623
8034	5388	5248	1983	2202	9	11	2	1	9	13	1	2	4171	5357	1207	1542	4791	4283	1203	1317	11428	12980	2697	3633
8035	5472	5180	1993	2179	9	11	2	1	9	13	1	2	4109	5345	1204	1540	4835	4327	1221	1318	11530	12899	2695	3595
8036	5439	5146	1993	2172	9	11	2	1	8	12	1	2	4108	5315	1203	1530	4813	4303	1212	1306	11472	12729	2684	3566
8037	5469	5149	1972	2152	9	11	2	1	8	12	1	2	4107	5312	1201	1530	4783	4291	1198	1284	11300	12725	2601	3492
8038	5506	5138	1973	2150	9	10	2	1	8	12	1	2	4100	5307	1200	1530	4780	4285	1186	1272	11275	12620	2608	3471
8039	5567	5144	2018	2212	9	10	2	1	8	12	1	2	4091	5302	1198	1530	4810	4296	1199	1287	11402	12716	2622	3500
8040	5618	5187	2053	2268	9	10	2	1	8	12	1	2	4087	5290	1194	1529	4851	4306	1213	1299	11418	12651	2628	3506
8041	5633	5216	2051	2278	9	10	2	1	8	12	1	2	3487	3514	859	998	4883	4305	1217	1308	11461	12707	2638	3504
8042	5650	5207	2056	2274	9	10	2	1	8	12	1	2	3477	3512	854	998	4895	4335	1223	1308	11456	12737	2624	3495
8043	5671	5211	2059	2280	10	10	2	1	8	12	1	2	3477	3512	854	998	4907	4390	1224	1323	11492	12772	2629	3505
8044	5642	5232	2058	2285	10	10	2	1	7	12	1	2	3477	3512	854	998	4971	4504	1233	1344	11312	12605	2589	3481
8045	5642	5167	2060	2277	10	10	2	1	7	11	1	2	3477	3512	854	998	4981	4508	1233	1347	11342	12644	2592	3484
8046	5620	5102	2058	2309	10	10	2	1	7	11	1	2	3477	3512	854	998	4982	4495	1241	1389	11261	12542	2578	3474
8047	5682	5080	2066	2312	10	10	2	1	7	10	2	2	3418	3227	839	955	4973	4501	1240	1393	11306	12463	2579	3452
8048	5699	5294	2071	2312	10	10	2	1	7	11	2	2	3413	3227	838	955	4999	4622	1239	1394	11271	12504	2563	3450
8049	5665	5292	2067	2319	10	10	2	1	7	11	2	2	3413	3227	838	955	4940	4640	1236	1399	11280	12498	2561	3435
8050	5681	5360	2069	2330	10	10	2	1	7	11	2	2	3413	3237	838	957	4948	4693	1233	1412	11341	12620	2563	3447
8051	5649	5340	2062	2333	10	10	2	1	6	9	2	2	3729	4063	975	1170	4915	4666	1221	1398	11236	12373	2545	3401
8052	5623	5309	2051	2317	10	10	2	1	6	9	2	2	3731	4066	975	1170	4938	4705	1212	1401	11277	12322	2524	3389
8053	5667	5353	2058	2317	10	10	2	1	6	9	2	2	3732	4068	975	1170	4984	4713	1214	1401	11334	12393	2531	3428
8054	5709	5424	2061	2330	10	11	2	1	7	10	2	2	3734	4068	975	1170	5016	4745	1219	1404	11336	12391	2527	3430
8055	5726	5390	2053	2312	10	11	2	1	7	10	2	2	3734	4070	997	1170	5041	4750	1225	1403	11289	12340	2526	3419
8056	5701	5371	2026	2280	10	11	2	1	7	10	2	2	3814	4074	1010	1170	5039	4742	1222	1402	11288	12283	2526	3411
8057	5694	5362	2024	2302	10	11	2	1	7	10	2	2	3816	4089	1013	1196	5021	4757	1223	1408	11327	12268	2531	3407
8058	5661	5322	2020	2280	9	11	2	1	7	10	2	2	3818	4105	1014	1198	4988	4788	1223	1416	11457	12336	2550	3423
8059	5709	5317	2025	2284	10	11	2	1	7	10	2	2	3820	4105	1015	1198	4978	4790	1218	1416	11447	12320	2551	3412
8060	5712	5338	2025	2285	10	11	2	1	7	10	2	2	3828	4107	1016	1198	4944	4752	1213	1401	11439	12326	2553	3407
8061	5759	5472	2032	2322	10	11	2	1	7	10	3	3	3828	4247	1016	1229	4944	4788	1208	1403	11464	12447	2553	3424
8062	5759	5453	2033	2323	10	11	1	1	7	10	3	3	3829	4251	1016	1269	4956	4790	1209	1415	11394	12470	2562	3441
8063	5809	5486	2040	2319	10	11	1	1	7	10	3	3	4027	4469	1050	1269	4973	4847	1206	1420	11423	12536	2563	3452
8064	5872	5565	2046	2335	10	11	1	1	7	10	3	3	4056	4472	1051	1269	4968	4896	1204	1434	11443	12603	2573	3472
8065	5990	5634	2063	2342	10	11	2	2	7	10	3	3	4085	4573	1052	1302	5028	4908	1202	1424	11558	12743	2566	3472
8066	6037	5781	2056	2351	10	11	2	3	6	10	3	3	4087	4574	1053	1304	5016	4951	1190	1429	11560	12913	2534	3481
8067	6063	5823	2058	2360	10	11	2	3	6	10	3	3	4131	4677	1063	1322	5063	4995	1192	1433	11657	12957	2533	3478
8068	6047	5814	2059	2354	10	10	2	3	6	10	3	3	4130	4538	1063	1272	5047	4991	1190	1431	11699	12957	2538	3492
8069	6063	5847	2056	2361	10	10	2	3	6	10	3	3	4225	4681	1079	1286	5003	4943	1170	1409	11788	12999	2535	3490
8070	6147	5856	2055	2360	10	10	2	3	6	10	3	3	4162	4661	1060	1275	4969	4864	1156	1404	11833	13011	2572	3520
8071	6177	5883	2065	2366	10	10	2	3	6	10	3	3	4161	4664	1058	1280	4922	4779	1141	1404	11787	12946	2571	3551
8072	6320	6441	2074	2399	11	11	2	3	6	11	3	4	4126	4867	1048	1297	4979	5075	1145	1421	11883	13423	2576	3578
8073	6505	6653	2104	2419	11	12	2	3	6	11	3	4	4225	4873	1060	1296	4974	5104	1150	1423	11982	13473	2592	3586
8074	6522	6723	2103	2448	11	12	2	3	7	11	3	4	4230	4876	1059	1384	4957	5109	1147	1433	11984	13490	2592	3603
8075	6624	6767	2125	2497	11	12	2	3	7	11	3	4	4352	5027	1118	1378	4905	5057	1137	1419	12050	13542	2606	3613
8076	6613	6780	2124	2489	11	12	2	3	7	11	3	4	4358	5032	1120	1380	4911	5067	1142	1417	11949	13516	2595	3601
8077	6625	6817	2128	2498	11	12	2	3	7	11	3	4	4364	5039	1152	1384	4936	5068	1133	1407	11978	13537	2600	3607
8078	6718	6963	2149	2526	11	12	2	3	7	11	3	4	4370	5041	1149	1384	4938	5150	1137	1417	11988	13583	2603	3604
8079	6757	7017	2157	2545	12	12	2	3	8	12	3	4	4386	5045	1154	1384	4954	5201	1135	1424	11997	13587	2596	3623
8080	6821	7120	2173	2555	12	13	2	3	8	12	3	4	4392	5050	1159	1384	4958	5268	1136	1432	12029	13690	2600	3649
8081	6833	7189	2174	2575	12	13	2	3	8	12	3	4	4396	5049	1142	1369	4973	5328	1122	1429	12039	13705	2598	3650
8082	6908	7273	2183	2584	12	13	2	3	8	12	3	4	4396	5050	1142	1387	4912	5271	1117	1420	12062	13748	2603	3670
8083	6933	7296	2186	2582	12	13	2	3	8	12	3	4	4405	5164	1141	1388	4918	5297	1116	1419	12041	13765	2589	3661
8084	6929	7298	2184	2582	12	13	2	3	8	12	3	4	4410	5170	1139	1388	4920	5275	1109	1419	12058	13778	2598	3680
8085	6929	7299	2183	2584	12	13	2	3	8	12	3	4	4413	5171	1171	1412	4916	5275	1114	1423	12065	13791	2603	3695
8086	6934	7297	2188	2589	12	13	2	3	8	13	3	4	4611	5312	1193	1444	4913	5266	1119	1425	12155	13938	2613	3703
8087	7053	7460	2214	2640	12	13	2	3	9	13	3	4	4611	5313	1204	1458	5018	5420	1135	1451	12327	14078	2658	3748
8088	7248	7629	2255	2678	12	13	2	3	9	13	3	4	4618	5315	1218	1473	5069	5469	1150	1467	12202	14135	2657	3775
8089	7329	7714	2271	2692	12	13	2	3	9	13	3	4	4617	5319	1217	1473	5058	5472	1148	1467	12183	14113	2660	3775
8090	7361	7752	2283	2705	12	13	2	3	9	13	3	4	4802	5529	1250	1506	5000	5378	1143	1447	12195	14144	2660	3777
8091	7374	7754	2283	2705	12	13	2	3	9	13	3	4	4790	5600	1241	1523	5021	5429	1144	1462	12114	14146	2639	3793
8092	7642	8046	2330	2725	12	13	2	3	9	13	3	4	4803	5613	1243	1524	5058	5511	1149	1466	12273	14368	2665	3834
